24,2429924
24,03767014
23,81940842
23,61164474
23,41169357
23,19721603
22,99140549
22,80512619
22,61518478
22,4148674
22,22199631
22,03620529
21,84846115
21,64985275
21,46210861
21,26716232
21,07600021
20,87714767
20,69129562
20,51307297
20,33973312
20,1638298
19,99573898
19,81959152
19,63331223
19,44276047
19,25794601
19,08301926
18,9247551
18,75764084
18,60303879
18,42798996
18,2653923
18,10663986
17,93476486
17,77021408
17,60725021
17,43153
17,25416183
17,08021164
16,93458176
16,77772141
16,62549973
16,47352219
16,29590988
16,14240646
15,97779465
15,82618332
15,68128586
15,54487228
15,40589523
15,24305344
15,08924484
14,93842697
14,78028774
14,62354946
14,46772671
14,3312521
14,18623257
14,04621792
13,90974331
13,7722311
13,61762905
13,47999477
13,3302145
13,18293667
13,04035854
12,89173794
12,77162075
12,64198208
12,51710415
12,3904562
12,27046108
12,12342739
11,97920132
11,85237026
11,71186733
11,57429409
11,45240688
11,32459927
11,20338345
11,0814352
10,96046352
10,83589077
10,71467495
10,57337856
10,43476772
10,29926968
10,18220425
10,05372524
9,925002098
9,812697411
9,699538231
9,591139793
9,484267235
9,365736961
9,239394188
9,11512661
8,990553856
8,869582176
8,755263329
8,656813622
8,54864502
8,441772461
8,339172363
8,237121582
8,127746582
8,025634766
7,907653332
7,801696301
7,684508801
7,585448742
7,491149426
7,39508009
7,299865246
7,205688
7,093078136
6,967345715
6,854186535
6,734191418
6,617492199
6,51238966
6,426879406
6,325622082
6,226256847
6,12176466
6,011718273
5,90124464
5,793456554
5,695067883
5,599761486
5,500304699
5,408996105
5,32690382
5,279845715
5,271972179
5,249541759
5,093183517
5,095518112
