s;F;;s;F;;s;F;;s;F
9,588966068;1165,63208;;9,773707475;798,5324707;;9,637134431;1247,03418;;9,80857757;774,4158325
9,59915131;1136,44458;;9,783831682;781,5012207;;9,647380708;1213,12793;;9,818617853;758,31427
9,609237369;1108,147705;;9,793933;765,0715332;;9,657604097;1180,456055;;9,829573663;741,2283325
9,620223697;1078,241455;;9,80489644;747,4855957;;9,667835115;1149,237305;;9,840552362;724,611145
9,630233463;1052,178955;;9,815875139;730,5402832;;9,678050874;1119,40918;;9,850569757;709,9314575
9,640273746;1026,960205;;9,826869097;714,2121582;;9,689037202;1087,768555;;9,86061004;695,767395
9,650344547;1002,47583;;9,836894121;699,7668457;;9,699054597;1060,049805;;9,870673212;682,0408325
9,660445865;978,8664551;;9,846942034;685,6730957;;9,70909488;1033,44043;;9,880736383;668,62677
9,670562442;956,1633301;;9,857012834;672,0637207;;9,719165681;1007,81543;;9,890814813;655,642395
9,68067139;934,1164551;;9,867083635;658,9074707;;9,729251741;982,9248047;;9,900877985;643,1033325
9,690793689;912,7058105;;9,877162065;646,0949707;;9,739368318;958,9560547;;9,910941156;630,9470825
9,700910266;892,0808105;;9,887240495;633,6652832;;9,749492524;936,0029297;;9,921011957;619,0877075
9,711026844;872,197998;;9,897318926;621,6809082;;9,75962436;913,8623047;;9,931075128;607,5877075
9,721135791;852,854248;;9,907389726;610,0793457;;9,769771455;892,4091797;;9,941145929;596,4627075
9,731244739;834,151123;;9,917445268;598,7668457;;9,77991092;871,7841797;;9,95121673;585,6658325
9,741361316;816,182373;;9,927516069;587,7590332;;9,790050386;851,9560547;;9,96129516;575,0877075
9,751470264;798,822998;;9,937579241;577,1184082;;9,800174592;832,8154297;;9,97137359;564,8220825
9,761579212;781,932373;;9,947642412;566,7824707;;9,810298799;814,2373047;;9,98145202;554,87677
9,77168816;765,588623;;9,957720842;556,6887207;;9,820407746;796,3779297;;9,991515192;545,2166138
9,782666858;748,2526855;;9,967806902;546,8605957;;9,830516694;779,1748047;;10,00157073;535,7556763
9,793653186;731,4714355;;9,977885332;537,3605957;;9,840595124;762,4716797;;10,01161865;526,5681763
9,803655323;716,619873;;9,987952318;528,1553345;;9,851566194;744,6435547;;10,02166656;517,6541138
9,813672718;702,244873;;9,99800786;519,1592407;;9,86156833;729,0419922;;10,03169921;508,97052
9,823705371;688,338623;;10,00805577;510,4092407;;9,871583818;713,9717407;;10,0417395;500,4470825
9,833745655;674,7995605;;10,01809606;501,928772;;9,881616471;699,2686157;;10,05177978;492,1658325
9,843808826;661,572998;;10,02812871;493,6904907;;9,891672013;685,0108032;;10,06182769;484,1189575
9,853894886;648,7839355;;10,03816136;485,6045532;;9,901727555;671,2686157;;10,0718756;476,2634888
9,863973316;636,432373;;10,04819402;477,7022095;;9,911790727;657,9483032;;10,08193115;468,5447388
9,874051746;624,416748;;10,05824193;470,0108032;;9,921846269;644,9404907;;10,09198669;461,0369263
9,884130176;612,7370605;;10,06828984;462,522522;;9,93191707;632,3389282;;10,10204223;453,7322388
9,894200977;601,4558105;;10,07833775;455,163147;;9,94198787;620,1358032;;10,11208251;446,6189575
9,904264148;590,541748;;10,0883933;447,9834595;;9,952058671;608,3154907;;10,12211517;439,6502075
9,91431969;579,869873;;10,09844884;441,006897;;9,962144731;596,7764282;;10,13214782;432,861145
9,924375232;569,447998;;10,10848912;434,225647;;9,97223842;585,6045532;;10,14217285;426,2634888
9,934430774;559,3503418;;10,11852178;427,5772095;;9,982332109;574,7764282;;10,15219024;419,81427
9,944486316;549,5456543;;10,12855443;421,0615845;;9,992402909;564,3154907;;10,16221526;413,4744263
9,954549488;539,963623;;10,13857182;414,7373657;;10,00246608;554,0811157;;10,17224792;407,2752075
9,964620288;530,6120605;;10,14858922;408,5498657;;10,01252162;544,163147;;10,1822882;401,2478638
9,974698719;521,541748;;10,15860661;402,460022;;10,02257716;534,569397;;10,19232849;395,34552
9,98476189;512,7175293;;10,16863927;396,491272;;10,03261745;525,2451782;;10,20236877;389,548645
9,994817432;504,104248;;10,17867192;390,6709595;;10,04265773;516,1045532;;10,21241668;383,8806763
10,00487297;495,7097168;;10,18870458;384,9795532;;10,05271327;507,2217407;;10,22338775;377,81427
10,01490563;487,5651855;;10,19968327;378,8428345;;10,06276119;498,5967407;;10,23436645;371,8845825
10,02494591;479,6550293;;10,21067723;372,8428345;;10,07281673;490,194397;;10,24535278;366,0564575
10,03497094;471,9245605;;10,22167119;367,006897;;10,0828799;481,9678345;;10,25634673;360,3806763
10,04500359;464,354248;;10,23168096;361,8311157;;10,09294307;473,9795532;;10,26734069;354,8533325
10,05504387;456,9753418;;10,24168309;356,741272;;10,10300624;466,2373657;;10,27734283;349,9060669
10,06508416;449,8034668;;10,25169286;351,756897;;10,11304653;458,694397;;10,28735736;345,0426331
10,07512444;442,7565918;;10,26169499;346,8916626;;10,12308681;451,2959595;;10,29738239;340,2945862
10,08517235;435,8425293;;10,27170476;342,1377563;;10,13311946;444,0967407;;10,30740741;335,6539612
10,09522026;429,1276855;;10,28171452;337,4229126;;10,14315212;437,1045532;;10,31743244;331,0856018
10,10525292;422,5964355;;10,29173955;332,7979126;;10,15317714;430,2764282;;10,32746509;326,5914612
10,11528557;416,182373;;10,3017722;328,2803345;;10,16320979;423,585022;;10,33749011;322,1949768
10,12531823;409,8933105;;10,31180486;323,8545532;;10,17324245;417,0654907;;10,34751514;317,8922424
10,13533562;403,7839355;;10,32182988;319,4951782;;10,18329036;410,7139282;;10,35753253;313,6578674
10,14535302;397,807373;;10,33185491;315,2276001;;10,19333064;404,5186157;;10,36754993;309,4781799
10,15537804;391,9362793;;10,34188756;311,0596313;;10,20338619;398,4014282;;10,37755969;305,3981018
10,16541069;386,1706543;;10,35190495;306,9776001;;10,21344936;392,428772;;10,38756946;301,4020081
10,17639702;379,9870605;;10,36192235;302,9561157;;10,2235049;386,6240845;;10,39757923;297,4957581
10,18737572;373,9714355;;10,37194737;299,0049438;;10,23350704;380,9561157;;10,40759662;293,6266174
10,198363;368,0684204;;10,38194951;295,1455688;;10,24447048;374,8311157;;10,41762927;289,8473206
10,20837277;362,8145142;;10,39195928;291,3682251;;10,25544154;368,881897;;10,42766193;286,1520081
10,21839016;357,6895142;;10,40196904;287,6358032;;10,26642024;363,100647;;10,43768695;282,5211487
10,22840756;352,6797485;;10,41198644;283,9541626;;10,27740657;357,4170532;;10,44771961;278,9313049
10,23843258;347,7442017;;10,42201909;280,3565063;;10,28740871;352,3311157;;10,45772937;275,4234924
10,24844998;342,9121704;;10,43204411;276,8408813;;10,29743373;347,366272;;10,4677544;271,9859924
10,25846737;338,1817017;;10,44207677;273,3584595;;10,30745876;342,5186157;;10,47775653;268,6012268
10,26847714;333,5684204;;10,45209416;269,9404907;;10,31748378;337,7608032;;10,48777393;265,2418518
10,2784869;329,0059204;;10,46211156;266,5967407;;10,32750881;333,0830688;;10,49779132;261,9508362
10,28851193;324,5293579;;10,47212132;263,3154907;;10,33754146;328,5147095;;10,50780109;258,7301331
10,29854458;320,1387329;;10,48212728;260,0606384;;10,34756648;324,0615845;;10,51781085;255,5680084
10,30856961;315,859436;;10,49213704;256,8731384;;10,35759151;319,6807251;;10,52782062;252,4410553
10,31859463;311,6309204;;10,50214681;253,7598572;;10,3676089;315,3526001;;10,53783038;249,3805084
10,32862728;307,4824829;;10,51215657;250,7129822;;10,37761819;311,1322021;;10,54784015;246,3824615
10,33865231;303,4317017;;10,52217397;247,7032166;;10,38762796;307,005249;;10,55784229;243,4449615
10,34867733;299,4805298;;10,53219136;244,7461853;;10,39763772;302,942749;;10,56882099;240,2320709
10,35869473;295,5957642;;10,54317769;241,5606384;;10,40765512;298,942749;;10,57980731;237,1031647
10,36871212;291,7754517;;10,55415639;238,4375916;;10,41768014;295,036499;;10,59080127;234,0367584
10,37872189;288,0547485;;10,56514272;235,3536072;;10,4277128;291,2200928;;10,60080341;231,2867584
10,38873165;284,4043579;;10,57613667;232,3301697;;10,43773782;287,4818115;;10,61080554;228,5660553
10,39873379;280,8067017;;10,58613881;229,6446228;;10,44776285;283,7904053;;10,62081531;225,9039459
10,40875119;277,2324829;;10,59614095;227,0020447;;10,45778024;280,1810303;;10,6308327;223,2926178
10,41876858;273,7383423;;10,60615071;224,3829041;;10,46779764;276,6419678;;10,64083484;220,7242584
10,42879361;270,3145142;;10,61617574;221,8125916;;10,4778074;273,1634521;;10,65084461;218,1793365
10,43881863;266,9434204;;10,62619313;219,2891541;;10,4878248;269,7161865;;10,66084674;215,693985
10,44884365;263,6192017;;10,6362029;216,8096619;;10,49784982;266,333374;;10,67086414;213,2476959
10,45886105;260,3731079;;10,64621266;214,3594666;;10,50785959;263,0091553;;10,68086627;210,8316803
10,46887844;257,1895142;;10,65622243;211,9483337;;10,51786935;259,7513428;;10,69088367;208,437149
10,47888058;254,0527954;;10,66623219;209,5918884;;10,52788675;256,5228271;;10,70090106;206,0816803
10,48889035;250,9551392;;10,67623433;207,2793884;;10,53789651;253,3646088;;10,71091083;203,7633209
10,49890774;247,9258423;;10,6862441;204,9815369;;10,54790628;250,2884369;;10,72092059;201,49086
10,50891751;244,9649048;;10,69625386;202,7188416;;10,55790841;247,2728119;;10,73093036;199,2350006
10,51989621;241,7520142;;10,70627126;200,5049744;;10,56791818;244,2767181;;10,74094013;197,0269928
10,5308749;238,5840454;;10,71627339;198,32724;;10,57889688;241,0501556;;10,75094989;194,850235
10,54186123;235,4902954;;10,72628316;196,1758728;;10,58988321;237,8978119;;10,76095966;192,7086334
10,55285519;232,4609985;;10,73630055;194,0567322;;10,60087716;234,7942963;;10,77096179;190,5914459
10,56285733;229,7422485;;10,74631795;191,9737244;;10,61088693;232,0052338;;10,78097919;188,5123444
10,57285946;227,0762329;;10,75633534;189,9395447;;10,6208967;229,2884369;;10,79098752;186,4715118
10,58286923;224,4590454;;10,76633748;187,9180603;;10,63091409;226,6380463;;10,80099729;184,4705353
10,59287899;221,8848267;;10,77634725;185,9258728;;10,64091623;224,0149994;;10,81100705;182,4881134
10,60288876;219,3301392;;10,78635701;183,9707947;;10,65092599;221,4271088;;10,82102445;180,5320587
10,61290615;216,8106079;;10,79636678;182,0528259;;10,66093576;218,8919525;;10,83104185;178,6121368
10,62293118;214,3311157;;10,80636891;180,155365;;10,67093789;216,3978119;;10,84105161;176,7176056
10,63294094;211,9053345;;10,81637868;178,2813416;;10,68094003;213,9388275;;10,85105375;174,8474884
10,64295071;209,5020142;;10,82639607;176,4336853;;10,6909498;211,5110931;;10,86107114;172,9998322
10,65296048;207,1328735;;10,83640584;174,6260681;;10,70096719;209,1282806;;10,87108854;171,1863556
10,66296261;204,803772;;10,84641561;172,8389587;;10,71097696;206,7835541;;10,8810983;169,4090118
10,67297238;202,5195923;;10,85642537;171,0547791;;10,72098672;204,4808197;;10,89110807;167,6619415
10,68297451;200,2705688;;10,86644277;169,3067322;;10,73100412;202,2005463;;10,90111783;165,9383087
10,69298428;198,0371704;;10,87646016;167,6055603;;10,74102151;199,9632416;;10,9111276;164,2508087
10,70299691;195,8491211;;10,88646993;165,9297791;;10,75103891;197,765976;;10,92112974;162,5886993
10,7130143;193,7084961;;10,89647969;164,2657166;;10,76104867;195,609726;;10,93113187;160,9451447
10,72302407;191,5922852;;10,90648183;162,6348572;;10,77105081;193,4788666;;10,94114927;159,3113556
10,73303383;189,4956055;;10,91648396;161,0293884;;10,7810682;191,3802338;;10,95115903;157,7019806
10,74305123;187,4379883;;10,9264861;159,4307556;;10,79107034;189,3401947;;10,96116117;156,1160431
10,75306862;185,4174805;;10,93649587;157,8370056;;10,80108011;187,3255463;;10,97215513;154,3963165
10,76307076;183,4282227;;10,94650563;156,2764587;;10,81108224;185,328476;;10,98314908;152,692215
10,77308052;181,4643555;;10,9565154;154,7325134;;10,82109964;183,3626556;;10,99315122;151,169754
10,78309029;179,5317383;;10,96750173;153,0635681;;10,83111703;181,4339447;;11,00414518;149,5252228
10,79309243;177,6459961;;10,97848805;151,4131775;;10,8411268;179,5208588;;11,01414731;148,05159
10,80310219;175,7944336;;10,98948249;149,7880402;;10,85112893;177,63414;;11,02417234;146,5838165
10,81311196;173,9594727;;11,00047645;148,1864777;;10,86114633;175,7806244;;11,0341821;145,1511993
10,82313698;172,1518555;;11,01048621;146,7538605;;10,87116372;173,9524994;;11,0441995;143,7469025
10,83315438;170,3823242;;11,02050361;145,3310089;;10,88117778;172,1611938;;11,05420926;142,3494415
10,84316414;168,6557617;;11,030521;143,9296417;;10,89119518;170,3926392;;11,06423429;140,9656525
10,85316628;166,9458008;;11,0405384;142,5536652;;10,90119731;168,656311;;11,07425168;139,6189728
10,86318367;165,2612305;;11,05055579;141,2001495;;10,91120708;166,9541626;;11,08425382;138,2830353
10,87319344;163,6069336;;11,06057319;139,8563995;;10,92121684;165,2852173;;11,09426359;136,9617462
10,8832032;161,9741211;;11,07059058;138,5243683;;10,93122661;163,6289673;;11,10525754;135,5261993
10,89321297;160,3481445;;11,08060035;137,2255402;;10,94122875;161,9893188;;11,1162515;134,1121368
10,90321511;158,7338867;;11,09060248;135,9374542;;10,95123851;160,3779907;;11,12724546;132,7205353
10,91321724;157,1489258;;11,10060462;134,6464386;;10,96124065;158,7852173;;11,13724759;131,4680939
10,92321938;155,5942383;;11,11159858;133,246048;;10,97222698;157,0606079;;11,14725736;130,2259064
10,93322914;154,0541992;;11,12259253;131,8822784;;10,98322093;155,3526001;;11,15727476;129,0091095
10,94323891;152,5317383;;11,13259467;130,6508331;;10,99322307;153,8213501;;11,16728452;127,8089142
10,95324868;151,0405273;;11,14259681;129,4330597;;11,00322521;152,312561;;11,17730192;126,6175079
10,96325081;149,581543;;11,1526142;128,246048;;11,01322734;150,8154907;;11,18731168;125,4436798
10,97423714;147,9770508;;11,1626316;127,0790558;;11,02325237;149,3291626;;11,19731382;124,2888947
10,9852311;146,3950195;;11,17264136;125,9252472;;11,03326976;147,8731079;;11,20830778;123,0379181
10,99622506;144,8432617;;11,18265113;124,7797394;;11,04328716;146,4414673;;11,2192941;121,7996368
11,00722664;143,3071289;;11,19266089;123,6557159;;11,05329692;145,0264282;;11,22929624;120,6844025
11,01723641;141,9165039;;11,20365485;122,4413605;;11,06331432;143,6358032;;11,23929838;119,5823517
11,0272538;140,5493164;;11,21464881;121,2372589;;11,07332408;142,2666626;;11,25029996;118,3899689
11,0372712;139,2114258;;11,22564277;120,0399933;;11,08333385;140,9111938;;11,26031736;117,3220978
11,04728859;137,8862305;;11,23565253;118,9657745;;11,09333598;139,5820923;;11,27034238;116,254715
11,05729836;136,5805664;;11,24664649;117,8012238;;11,10333812;138,2559204;;11,28036741;115,204422
11,06731575;135,2885742;;11,25665626;116,7480011;;11,11432445;136,8213501;;11,29039434;114,1741104
11,07732552;134,0229492;;11,26667365;115,7123566;;11,12432658;135,5293579;;11,3004041;113,1575089
11,08733528;132,7739258;;11,27669867;114,6864777;;11,13432872;134,265686;;11,31139806;112,0442276
11,09733742;131,5375977;;11,28671607;113,6825714;;11,14433086;132,9981079;;11,32237676;110,9490128
11,10833138;130,1855469;;11,29673346;112,6874542;;11,15435588;131,756897;;11,33336309;109,8791885
11,11933297;128,8691406;;11,3067356;111,7025909;;11,16437328;130,5327759;;11,34434179;108,8069229
11,1293351;127,6904221;;11,31772956;110,6278839;;11,17438304;129,3369751;;11,35533574;107,7385635
11,14033669;126,4028244;;11,32871589;109,5683136;;11,18440044;128,1470337;;11,36534551;106,7869034
11,15035408;125,2446213;;11,33969459;108,5219269;;11,19440257;126,9736938;;11,37535528;105,8508682
11,16037148;124,1103439;;11,35068854;107,49263;;11,20539653;125,7085571;;11,38536504;104,9128799
11,17037361;122,9780197;;11,36069068;106,5702667;;11,21638286;124,4619751;;11,39538244;103,9870987
11,18038338;121,8505783;;11,37069282;105,6684113;;11,22737682;123,2197876;;11,40539983;103,077919
11,19039315;120,7490158;;11,38069495;104,7641144;;11,23837077;121,9932251;;11,4154096;102,1887589
11,20039385;119,6629105;;11,39070472;103,8612823;;11,24837291;120,9014282;;11,42640355;101,2112198
11,21138018;118,4841995;;11,40072211;102,9750519;;11,25839031;119,8184204;;11,43738988;100,2522354
11,22237414;117,3220901;;11,41073188;102,1010284;;11,26841533;118,7368774;;11,44837621;99,3020401
11,23237627;116,2737503;;11,42074164;101,2382355;;11,27844035;117,6680298;;11,45935491;98,36112213
11,24237841;115,2381058;;11,4317356;100,3090363;;11,28846538;116,6265259;;11,47034887;97,41727448
11,25238055;114,2132034;;11,44272956;99,39790344;;11,29847514;115,5957642;;11,480351;96,56620026
11,26240557;113,2029495;;11,45371589;98,49311829;;11,30847728;114,5664673;;11,4903684;95,71756744
11,27243059;112,2009964;;11,46469459;97,59321594;;11,31946361;113,4629517;;11,50038579;94,89041901
11,28245562;111,2053909;;11,47568854;96,69477844;;11,33044994;112,3770142;;11,51040319;94,06864166
11,29247301;110,2346878;;11,48570022;95,88305664;;11,34143627;111,3052368;;11,52042821;93,26053619
11,30247515;109,2664261;;11,49571761;95,07397461;;11,35242259;110,2295532;;11,53044561;92,45731354
11,31346911;108,2156448;;11,50572738;94,27514648;;11,36242473;109,2720337;;11,54045537;91,66776276
11,32444781;107,179512;;11,5157524;93,48364258;;11,3724345;108,3267212;;11,55144933;90,80301666
11,33543414;106,1716995;;11,52577719;92,70532227;;11,38243806;107,3927155;;11,56243566;89,95536041
11,34641283;105,1492386;;11,53578695;91,94213867;;11,39245546;106,4591217;;11,57342199;89,11551666
11,35641497;104,2390823;;11,54578909;91,18676758;;11,40247285;105,5509186;;11,58440832;88,29227448
11,36641711;103,3352737;;11,55678305;90,3527832;;11,41249025;104,6500397;;11,59540227;87,47098541
11,37642687;102,4539261;;11,56776937;89,52856445;;11,42249238;103,7555084;;11,60541204;86,7317276
11,38643664;101,5686722;;11,57876333;88,7199707;;11,43347871;102,7862701;;11,61542943;85,98905182
11,39646166;100,701973;;11,58975729;87,91186523;;11,44446504;101,8394928;;11,62544683;85,26737213
11,40647143;99,84113312;;11,59975943;87,18676758;;11,45545137;100,9176178;;11,63545659;84,55252838
11,41648119;98,99591827;;11,60976919;86,47338867;;11,46643007;99,99232483;;11,64546636;83,84842682
11,42747515;98,06623077;;11,61978659;85,76538086;;11,4764322;99,1700592;;11,65547613;83,14432526
11,43846148;97,14533234;;11,62979635;85,0637207;;11,48644197;98,35218811;;11,66547826;82,45584869
11,44944018;96,24591827;;11,63979849;84,3684082;;11,49645936;97,54212952;;11,67646459;81,70194244
11,46042651;95,35968781;;11,64980825;83,67993164;;11,50647676;96,73890686;;11,68745855;80,95243073
11,47142046;94,46857452;;11,65981039;83,00024414;;11,51649415;95,93910217;;11,6984525;80,21952057
11,48143023;93,67414093;;11,67080435;82,27368164;;11,52651918;95,14222717;;11,70944646;79,49491119
11,49144762;92,88751984;;11,68179831;81,54467773;;11,53653657;94,35853577;;11,71945623;78,84159088
11,50146502;92,10626984;;11,69180044;80,89575195;;11,54654634;93,58314514;;11,72947362;78,18289948
11,51147478;91,32990265;;11,7027944;80,19555664;;11,5575403;92,74085999;;11,73948339;77,53787994
11,52149981;90,56574249;;11,71378836;79,49291992;;11,56853425;91,90541077;;11,74950078;76,9048233
11,5315172;89,80500031;;11,72379812;78,84643555;;11,57952058;91,09291077;;11,75950292;76,26810455
11,54151934;89,05207062;;11,73380789;78,21362305;;11,59050691;90,28529358;;11,76950506;75,64163971
11,5525133;88,23419952;;11,74381765;77,58276367;;11,60050905;89,54896545;;11,78049138;74,96805573
11,56349963;87,41632843;;11,75382742;76,96313477;;11,61051881;88,82435608;;11,7914832;74,2898407
11,57448595;86,6150589;;11,76384481;76,34594727;;11,62053621;88,11683655;;11,80245427;73,62065125
11,58547228;85,82648468;;11,77384695;75,73632813;;11,63054597;87,40736389;;11,8124564;73,02323914
11,59646624;85,04718781;;11,78484091;75,07421875;;11,64054811;86,70619202;;11,82345036;72,3757782
11,60647601;84,34259796;;11,79582724;74,41845703;;11,65055787;86,00990295;;11,8334525;71,79203796
11,6164934;83,65021515;;11,80681356;73,76318359;;11,66056764;85,32875061;;11,84345463;71,21195984
11,62650317;82,95929718;;11,8168157;73,18164063;;11,6715616;84,57728577;;11,85347203;70,62651062
11,6365053;82,27667999;;11,82681784;72,61181641;;11,68156373;83,89808655;;11,86348179;70,04936218
11,6465227;81,59650421;;11,83681997;72,04736328;;11,69255769;83,16371155;;11,87349156;69,47782898
11,65653246;80,92121124;;11,84682974;71,47998047;;11,70354402;82,4410553;;11,88349369;68,9070282
11,6665346;80,26837921;;11,85683187;70,92211914;;11,71453035;81,71937561;;11,89350346;68,34208679
11,67752856;79,55109406;;11,86683401;70,37475586;;11,72454011;81,07337952;;11,9035056;67,78300476
11,68753832;78,90070343;;11,87782797;69,75610352;;11,73454988;80,43031311;;11,91449955;67,18070984
11,69853586;78,19469452;;11,8878301;69,20117188;;11,74456727;79,80140686;;11,92450169;66,6401825
11,70952981;77,49449921;;11,89783224;68,65527344;;11,75458467;79,1688385;;11,93450383;66,09550476
11,7205314;76,80358124;;11,90881857;68,06201172;;11,76459443;78,54676819;;11,94451359;65,56523132
11,73054117;76,19152069;;11,91882071;67,52978516;;11,77459657;77,926651;;11,95451573;65,05351257
11,74055093;75,58092499;;11,92882284;67,0065918;;11,78559053;77,24525452;;11,96451786;64,5410614
11,7505607;74,98131561;;11,93883261;66,48461914;;11,79656923;76,57606506;;11,97452;64,02397156
11,76057046;74,38488007;;11,94884237;65,96948242;;11,80756318;75,91932678;;11,98551396;63,46440125
11,77058023;73,78600311;;11,95885214;65,45678711;;11,81756532;75,33094788;;11,99650792;62,90653992
11,78157419;73,13683319;;11,96885427;64,94433594;;11,82756746;74,74720764;;12,00749424;62,34062195
11,79256051;72,49498749;;11,97984823;64,3918457;;11,83757722;74,1778717;;12,01749638;61,83354187
11,80353921;71,85411835;;11,9908379;63,84512711;;11,84757936;73,60023499;;12,02749852;61,33427429
11,81354135;71,27672577;;12,00183186;63,30313492;;11,85758912;73,02674866;;12,03849247;60,80351257
11,82354349;70,70714569;;12,01282581;62,76871109;;11,86858308;72,4098053;;12,04948643;60,27397156
11,83354562;70,14440155;;12,02282795;62,28458023;;11,87858426;71,85274506;;12,05948857;59,80058289
11,84355539;69,58238983;;12,03283009;61,80704117;;11,88957822;71,23751068;;12,0694907;59,32499695
11,85355752;69,02941132;;12,04381641;61,28458023;;11,90057218;70,6264267;;12,07950047;58,85527039
11,86355966;68,48155975;;12,05381855;60,81607437;;11,91155851;70,01876068;;12,09049443;58,33280945
11,87455362;67,89342499;;12,06382069;60,34976578;;11,92255246;69,41182709;;12,10050419;57,86454773
11,88455575;67,35387421;;12,07382282;59,89126968;;11,9325546;68,86544037;;12,11050633;57,40116882
11,89455789;66,82286835;;12,08383259;59,4220314;;11,942572;68,32833099;;12,12050846;56,94657898
11,90555185;66,24889374;;12,09384235;58,97110367;;11,95258939;67,79976654;;12,13150242;56,45878601
11,9165458;65,6807785;;12,10384449;58,51041031;;11,96259916;67,28218842;;12,14151219;56,01249695
11,92654794;65,15904999;;12,11483845;58,01041031;;11,97260129;66,76461029;;12,15151432;55,57279968
11,93655008;64,64904022;;12,12484058;57,56363297;;11,98359525;66,2057724;;12,16151646;55,14335632
11,94655984;64,12950897;;12,13583454;57,07461929;;11,99359739;65,69747162;;12,17251042;54,66972351
11,95656961;63,6278038;;12,14584431;56,62979507;;12,00459134;65,14229584;;12,18251255;54,23612976
11,96657937;63,13683701;;12,15683826;56,14981461;;12,0155853;64,58394623;;12,19252995;53,81010437
11,97658151;62,65050888;;12,16684803;55,72037125;;12,02558744;64,08638763;;12,20253971;53,39579773
11,98757547;62,11779404;;12,17784199;55,24576187;;12,0365814;63,54390717;;12,21254185;52,97660828
11,99856943;61,60094833;;12,18785175;54,82657242;;12,04756772;63,0092392;;12,22254399;52,55961609
12,00955575;61,06896591;;12,19786152;54,41397476;;12,05856931;62,47676849;;12,23254612;52,15190125
12,02054971;60,53673935;;12,20787128;53,99698257;;12,06857145;62,00606537;;12,24354008;51,71733093
12,03154367;60,0081749;;12,21788105;53,58096695;;12,07858121;61,53292084;;12,25453404;51,2844696
12,04253;59,48888779;;12,22887501;53,1329689;;12,08858335;61,07076263;;12,26453617;50,88725281
12,05253213;59,01769638;;12,23887714;52,71451187;;12,09858548;60,60884857;;12,27454594;50,49906921
12,0625419;58,54943466;;12,2498711;52,25943375;;12,10859525;60,15816498;;12,28454808;50,10844421
12,07255166;58,09069443;;12,26086506;51,82120132;;12,11958921;59,66085052;;12,29554036;49,67196274
12,08256906;57,63195419;;12,27086719;51,41568375;;12,12959134;59,21871185;;12,30653432;49,23202133
12,0925712;57,18224716;;12,28086933;51,02139664;;12,13959348;58,76680756;;12,31654409;48,84310532
12,10257333;56,7359581;;12,29087147;50,63589859;;12,14959562;58,32247162;;12,32654622;48,45687485
12,11356729;56,2503624;;12,30186542;50,20889664;;12,15959775;57,87471771;;12,33654836;48,07503891
12,12456125;55,76671982;;12,31187519;49,82535172;;12,17059171;57,39791107;;12,34655813;47,70541
12,13456338;55,33141708;;12,32188496;49,44668961;;12,18059385;56,96016693;;12,35656789;47,32894516
12,14457315;54,89733505;;12,33188709;49,07217789;;12,19060361;56,52510834;;12,36756185;46,91585922
12,15457528;54,4691124;;12,34188923;48,70621109;;12,20061338;56,09249115;;12,37854818;46,50790024
12,16458505;54,04650497;;12,35189136;48,34195328;;12,21063077;55,67525482;;12,38954213;46,09872055
12,17557901;53,58556747;;12,36288532;47,93960953;;12,22063291;55,24922943;;12,40053609;45,69540024
12,18558877;53,1644249;;12,37288746;47,58218765;;12,23063505;54,82784271;;12,41053823;45,34749985
12,19559854;52,75060654;;12,38388142;47,1786232;;12,24063718;54,41866302;;12,42054036;44,98788071
12,20659726;52,28683472;;12,39388355;46,80508804;;12,25163114;53,97603607;;12,4305425;44,62923813
12,2165994;51,87130737;;12,40389332;46,43863297;;12,2626251;53,52632904;;12,44055227;44,27621078
12,22660154;51,45675659;;12,41389545;46,07681656;;12,27362668;53,08174896;;12,4505544;43,92416
12,23759549;51,01364136;;12,42488941;45,67813492;;12,28362882;52,68721771;;12,46154836;43,5389061
12,24759763;50,60714722;;12,43489155;45,31827164;;12,29363096;52,29219818;;12,4715505;43,18880844
12,25859159;50,17745972;;12,44587788;44,93863297;;12,30462491;51,86348724;;12,48157552;42,85091782
12,26859372;49,78707886;;12,45687183;44,5680275;;12,31463468;51,46968842;;12,49158529;42,51180649
12,27859586;49,40328979;;12,46786579;44,18326187;;12,32464444;51,09102631;;12,50258687;42,14388657
12,288598;49,01925659;;12,47788319;43,83804703;;12,3356384;50,67159271;;12,51358083;41,76791
12,29860013;48,64401245;;12,48789271;43,50120926;;12,34564054;50,28658295;;12,52457479;41,41256332
12,30959409;48,22433472;;12,49888667;43,12157059;;12,3556503;49,91500092;;12,53556112;41,05074692
12,31961149;47,85299683;;12,50888881;42,76927567;;12,36565244;49,54586029;;12,54654744;40,69601059
12,32962125;47,48165894;;12,51889094;42,4323616;;12,3766464;49,14791107;;12,55654958;40,37740707
12,34061521;47,07003784;;12,5298849;42,06663895;;12,38763892;48,74071884;;12,56655935;40,06161118
12,35061735;46,70285034;;12,54087886;41,70384598;;12,39764106;48,37694931;;12,5775533;39,71566391
12,36061948;46,33859253;;12,55088862;41,38939285;;12,4076432;48,01977158;;12,5875707;39,4093895
12,37161344;45,94015503;;12,56089839;41,07567215;;12,41862953;47,62792587;;12,59758809;39,09627914
12,3826074;45,54464722;;12,57090053;40,76744461;;12,42863166;47,26757431;;12,60759786;38,79293442
12,39360898;45,14962769;;12,58091029;40,46190262;;12,4386338;46,91918564;;12,61760763;38,48653793
12,40361112;44,79220581;;12,59092006;40,14744949;;12,44962776;46,53661728;;12,62860158;38,1462059
