s;F;;s;F;;s;F;;s;F
11,77031058;123,6575699;;11,75017771;129,192688;;11,99038541;110,3071518;;11,74988535;128,7203827
11,76030844;124,628273;;11,74017557;130,1946411;;11,98036802;111,1382065;;11,73988322;129,7379608
11,7503063;125,6121597;;11,72918161;131,3279419;;11,97036588;111,9726791;;11,72888163;130,8654022
11,74029654;126,6155777;;11,71915659;132,3713989;;11,96036374;112,8208237;;11,71886423;131,9127655
11,7293021;127,7249298;;11,70915445;133,4197388;;11,95034635;113,6699448;;11,70885447;132,9581757
11,71927708;128,7561798;;11,69817575;134,5921021;;11,94033658;114,5381088;;11,6978834;134,1193085
11,70926731;129,7888947;;11,68719706;135,7815552;;11,93032682;115,4233627;;11,6869047;135,3121796
11,69829625;130,9334259;;11,67621073;136,977356;;11,92032468;116,3008041;;11,67591837;136,526535
11,68731755;132,1096954;;11,66521677;138,1570435;;11,90933835;117,2739487;;11,66493204;137,7360077
11,67633885;133,2903595;;11,65521463;139,2556763;;11,89837491;118,2651596;;11,65492991;138,85466
11,66535252;134,48909;;11,64520487;140,3694458;;11,88739621;119,2881088;;11,64491251;139,9772186
11,65535038;135,5891876;;11,63520273;141,4890747;;11,87738645;120,2070541;;11,63391856;141,2179413
11,64534062;136,6927032;;11,62422403;142,7302856;;11,86640012;121,2392807;;11,62293986;142,4635468
11,63533848;137,7937775;;11,6142219;143,8967896;;11,85639798;122,1855698;;11,61292246;143,620285
11,62436741;139,0183868;;11,60421213;145,0623169;;11,84638059;123,1528549;;11,6029127;144,7648163
11,61435002;140,1458282;;11,59421;146,2302856;;11,83636319;124,1196518;;11,59191874;146,0397186
11,60434025;141,2854767;;11,58321604;147,53302;;11,82636106;125,102562;;11,58092502;147,3307343
11,59334629;142,5608673;;11,57224497;148,8484497;;11,81635892;126,1006088;;11,56995395;148,6442108
11,58334416;143,7317657;;11,56126627;150,1902466;;11,80537259;127,2158432;;11,55897525;149,9923553
11,57237309;145,0261993;;11,55027231;151,5510864;;11,79440152;128,3217926;;11,54798129;151,3678436
11,56139439;146,3435822;;11,53927835;152,9251099;;11,7834152;129,4423981;;11,53797916;152,6031952
11,55139225;147,5530548;;11,52927622;154,192688;;11,77340543;130,4775543;;11,52797702;153,8575897
11,54040593;148,8855743;;11,51926645;155,4866333;;11,76241147;131,6220856;;11,51796726;155,13591
11,53039616;150,1018829;;11,50925216;156,7912292;;11,75240934;132,6753082;;11,50794986;156,4191132
11,52039402;151,348465;;11,4982582;158,2355652;;11,7424072;133,7407379;;11,4969559;157,8497772
11,51037663;152,6062775;;11,48725661;159,7209167;;11,73141324;134,9282379;;11,48596195;159,3341522
11,50037449;153,8738556;;11,47626266;161,2199402;;11,72138822;136,023941;;11,47497562;160,8312225
11,48938053;155,2888947;;11,46529922;162,7218933;;11,71137082;137,1220856;;11,46400455;162,3282928
11,47839421;156,7527618;;11,45430526;164,240448;;11,7003845;138,336441;;11,45301822;163,839035
11,46742314;158,216629;;11,4433113;165,7814636;;11,68940675;139,5780487;;11,44203189;165,3741913
11,45643681;159,6980743;;11,4323326;167,3371277;;11,67842042;140,8329315;;11,43105319;166,9191132
11,44643467;161,0564728;;11,42134627;168,9113464;;11,66743409;142,1024628;;11,42006687;168,4767303
11,43544834;162,5584259;;11,41036757;170,5070496;;11,65644014;143,3871307;;11,40908054;170,0411835
11,42446202;164,0642853;;11,40036544;171,9924011;;11,64643037;144,5770721;;11,39906314;171,4962616
11,41346806;165,5838165;;11,39034804;173,5041199;;11,63543641;145,8939667;;11,38903812;172,9923553
11,4024741;167,138504;;11,38032302;175,0265808;;11,62445772;147,2176971;;11,37901309;174,4923553
11,39246434;168,5847931;;11,37032088;176,552948;;11,61444795;148,4437714;;11,36802677;176,1769257
11,38244694;170,0574493;;11,35934218;178,2580261;;11,60443818;149,6825409;;11,3570557;177,9132538
11,37243718;171,5349884;;11,34834823;179,990448;;11,5934366;151,0511932;;11,34606937;179,66716
11,36145848;173,1951447;;11,33736953;181,7257996;;11,58244264;152,4237518;;11,33509067;181,4347382
11,35047215;174,8924103;;11,32636794;183,4826355;;11,57146394;153,8221893;;11,32508853;183,0704803
11,33948582;176,5877228;;11,3163658;185,1007996;;11,56049287;155,2606659;;11,31507877;184,7218475
11,32849949;178,3074493;;11,30537948;186,8976746;;11,55049074;156,5809784;;11,30409244;186,5548553
11,31848973;179,8894806;;11,29438552;188,7082214;;11,53949678;158,0448456;;11,29310611;188,3937225
11,30749577;181,6355743;;11,28438338;190,3937683;;11,52850282;159,5301971;;11,28309635;190,0988007
11,29650944;183,4070587;;11,27437362;192,1105652;;11,51849305;160,8964081;;11,27309421;191,8214569
11,28649968;185,0418243;;11,26436385;193,8566589;;11,50847566;162,2489471;;11,26307681;193,5655975
11,27649754;186,7058868;;11,25435409;195,6066589;;11,4974817;163,7440643;;11,25306705;195,3224335
11,26648777;188,4021759;;11,24336776;197,5695496;;11,48747957;165,1200409;;11,24207404;197,2862396
11,25647038;190,1033478;;11,23239669;199,5597839;;11,47648561;166,653244;;11,23110298;199,2647552
11,24646824;191,8269806;;11,22140273;201,5646667;;11,46552217;168,1942596;;11,22109321;201,0674896
11,23549479;193,7494049;;11,2104164;203,5597839;;11,45453584;169,7645721;;11,21011451;203,0362396
11,22451609;195,7083893;;11,19944533;205,5773621;;11,44354951;171,3749237;;11,19914344;205,0518646
11,21352213;197,673233;;11,1894432;207,4533386;;11,43256318;172,9735565;;11,18814948;207,1153412
11,20255869;199,6497955;;11,17944106;209,3478699;;11,42156923;174,5692596;;11,17715553;209,2266693
11,19157236;201,6605377;;11,1684471;211,4494324;;11,41057527;176,1835175;;11,1661692;211,3946381
11,18157023;203,508194;;11,15844497;213,4132996;;11,40057313;177,6952362;;11,15517524;213,6075287
11,17057627;205,5433502;;11,14745864;215,6125183;;11,39055574;179,2264862;;11,14418128;215,8555756
11,16057413;207,4271393;;11,13647231;217,8273621;;11,38053834;180,8114471;;11,13319496;218,1104584
11,14958018;209,5413971;;11,12548598;220,0744324;;11,36954439;182,5682831;;11,12319282;220,1944427
11,13859385;211,6898346;;11,11547622;222,1525574;;11,35856569;184,3573456;;11,11318305;222,3106537
11,12759989;213,860733;;11,10448989;224,4533386;;11,34757173;186,16008;;11,10219673;224,6544037
11,11759776;215,8704987;;11,09349593;226,7590027;;11,33659303;187,9628143;;11,09121803;227,0030365
11,10759562;217,9115143;;11,08250197;229,0881042;;11,32559907;189,8075409;;11,0802317;229,3780365
11,09660929;220,1829987;;11,07152328;231,4465027;;11,31559694;191,5087128;;11,069253;231,7872162
11,08562296;222,4710846;;11,06151351;233,6369324;;11,30461061;193,403244;;11,0592356;234,0206146
11,07464426;224,789444;;11,05151137;235,834198;;11,29361665;195,3153534;;11,04923347;236,2540131
11,06365031;227,1585846;;11,0405403;238,2736511;;11,28360689;197,0878143;;11,0382624;238,7354584
11,05364054;229,329483;;11,02956161;240,7648621;;11,27359712;198,8710175;;11,02729133;241,292099
11,04266184;231,7230377;;11,01857528;243,3000183;;11,26358735;200,6796112;;11,016305;243,8809662
11,03168314;234,173233;;11,0085679;245,630127;;11,25358522;202,4940643;;11,00628761;246,2637787
11,02069682;236,688858;;10,9985505;247,9875488;;11,24259889;204,5175018;;10,99627021;248,7003021
11,00970286;239,2259674;;10,98853311;250,3879395;;11,23162782;206,5868378;;10,98625282;251,1915131
10,99871653;241,8001862;;10,97853097;252,817627;;11,22063386;208,6825409;;10,97525886;253,9551849
10,98771494;244,4290924;;10,96756753;255,505127;;11,20965516;210,7762909;;10,96428779;256,7520447
10,97770518;246,8431549;;10,95657357;258,2600098;;11,19867647;212,9159393;;10,95428565;259,3731384
10,96672648;249,4974518;;10,94657144;260,7971191;;11,18768203;215,0876617;;10,9432917;262,2872009
10,95672434;251,961319;;10,93557748;263,6447754;;11,17767989;217,0769196;;10,93328956;264,9805603
10,94671458;254,4710846;;10,92556771;266,248291;;11,16668594;219,2937164;;10,92328742;267,6895447
10,93671244;257,0062561;;10,91457376;269,1682129;;11,1566838;221,3532867;;10,9123011;270,7266541
10,92670267;259,5726624;;10,9035798;272,1506348;;11,14569747;223,6433258;;10,90130714;273,8125916
10,91570872;262,4339905;;10,89357003;274,920166;;11,13471114;225,9616852;;10,89129737;276,6641541
10,90471476;265,3675842;;10,8835679;277,6916504;;11,12371719;228,3269196;;10,88129524;279,5352478
10,89470499;268,0707092;;10,87257394;280,7912598;;11,11371505;230,5144196;;10,87030891;282,7676697
10,88469523;270,8050842;;10,8625718;283,5041504;;11,10272872;232,9480133;;10,85931495;286,0430603
10,87370127;273,8519592;;10,85256204;286,2580566;;11,09174239;235,4265289;;10,84832099;289,3536072
10,86369913;276,6585999;;10,84157571;289,310791;;11,0807637;237,9245758;;10,83734992;292,6856384
10,853697;279,5121155;;10,83059701;292,4416504;;11,069785;240,4646149;;10,82635597;296,0977478
10,8427183;282,6546936;;10,81961068;295,6623535;;11,05977523;242,8239899;;10,81537727;299,5547791
10,8317396;285,8226624;;10,80865487;299,0842285;;11,04976547;245,1872711;;10,8044062;303,0547791
10,82075327;289,0472717;;10,79767617;302,5275879;;11,03976333;247,5720367;;10,79341224;306,6524353
10,8097822;292,2992249;;10,78668221;306,029541;;11,02976119;250,0153961;;10,78241828;310,3204041
10,79879588;295,5687561;;10,77568826;309,5900879;;11,01975143;252,4997711;;10,77143196;314,0508728
10,78878611;298,6195374;;10,76568612;312,8518066;;11,00974166;254,997818;;10,76044563;317,8282166
10,77779215;302,0570374;;10,75470742;316,4865723;;10,99874008;257,782959;;10,74948219;321,6641541
10,76679819;305,5453186;;10,74371346;320,0939941;;10,98873794;260,3630371;;10,73849777;325,5731506
10,7558195;309,098053;;10,73371133;323,4025879;;10,97774398;263,2282715;;10,72750381;329,5340881
10,74483317;312,7210999;;10,72370919;326,7541504;;10,96678817;266,1013184;;10,71650985;333,51651
10,73384589;316,40271;;10,71273049;330,482666;;10,95580184;269,0310059;;10,70553878;337,5555725
10,72384375;319,7679443;;10,70177468;334,3166504;;10,94579971;271,6911621;;10,69455245;341,6825256
10,71286505;323,4945068;;10,69081124;338,4025879;;10,93480575;274,6306152;;10,6835585;345,8270569
10,70190161;327,3070068;;10,67984017;342,5197754;;10,92479598;277,251709;;10,67256454;350,0340881
10,69092291;331,199585;;10,66884622;346,7307129;;10,91380203;280,1931152;;10,66255477;353,9442444
10,67994421;335,1409912;;10,65884408;350,6174316;;10,90280807;283,2321777;;10,65156844;358,3172913
10,66895026;339,1566162;;10,64785775;354,9240723;;10,8927983;286,095459;;10,64059738;362,7391663
10,65894812;342,8753662;;10,63687142;359,2697754;;10,88279617;288,986084;;10,62961105;367,2684631
10,64796179;347,0140381;;10,62587747;363,6975098;;10,87180221;292,3063965;;10,61863235;371,89151
10,63698309;351,2015381;;10,61489114;368,2150879;;10,86081588;295,6618652;;10,60765365;376,5985413
10,62598914;355,4847412;;10,60390481;372,7932129;;10,84982192;299,048584;;10,59666732;381,375885
10,61500281;359,8616943;;10,59292611;377,4338379;;10,83885848;302,4567871;;10,58568099;386,2450256
10,60400885;364,2991943;;10,5819703;382,1643066;;10,82787978;305,9528809;;10,57567123;390,7782288
10,59302252;368,80896;;10,57196816;386,5588379;;10,81690872;309,4802246;;10,56563857;395,3973694
10,58206671;373,3929443;;10,56192788;391,0158691;;10,80593765;313,0388184;;10,55561355;400,0594788
10,57109564;378,1038818;;10,55191049;395,5393066;;10,79494369;316,6774902;;10,54561141;404,8094788
10,56010931;382,8695068;;10,54189309;400,1525879;;10,78494155;320,0603027;;10,53559402;409,6864319
10,55009192;387,2718506;;10,53186807;404,8479004;;10,77394759;323,8649902;;10,52558425;414,625885
10,54006689;391,7835693;;10,5218583;409,6096191;;10,76295364;327,7185059;;10,51459792;420,0887756
10,53002661;396,4046631;;10,51086434;414,9064941;;10,75197494;331,6286621;;10,50361923;425,6317444
10,52000159;401,0238037;;10,49987658;420,3180237;;10,74098861;335,5895996;;10,49264053;431,3036194
10,50999945;405,6976318;;10,48890552;425,8629456;;10,73098647;339,2185059;;10,48166946;437,0340881
10,49900549;410,9202881;;10,47793445;431,4918518;;10,71999252;343,2321777;;10,47069076;442,8544006
10,48801916;416,2445068;;10,46694812;437,2340393;;10,70903671;347,3200684;;10,46068862;448,3231506
10,47704047;421,5941162;;10,45694598;442,5816956;;10,69807327;351,5114746;;10,44970992;454,4442444
10,46604651;427,0023193;;10,44595965;448,5621643;;10,68709171;355,8010254;;10,43871597;460,6708069
10,45602911;431,9437256;;10,4349657;454,6285706;;10,67611301;360,138916;;10,42772964;467,0301819
10,44503516;437,5335693;;10,423987;460,8199768;;10,66611087;364,1486816;;10,4167662;473,5419006
10,43503302;442,7015381;;10,41301593;467,1871643;;10,65610874;368,2443848;;10,40577987;480,2020569
10,42404669;448,5531006;;10,40202197;473,6559143;;10,64512241;372,7971191;;10,39480117;486,9090881
10,41308325;454,6546631;;10,39105853;480,1910706;;10,63413608;377,4455566;;10,38385299;493,7215881
10,40209692;460,8968506;;10,38011035;486,8902893;;10,62314975;382,2092285;;10,37289718;500,7059631
10,39113348;467,1937256;;10,36915454;493,7574768;;10,61313999;386,6330566;;10,36191848;507,8153381
10,3801853;473,5999756;;10,35817584;500,7496643;;10,60311496;391,0881348;;10,35093215;515,0457764
10,36922949;480,1976318;;10,34719714;507,8824768;;10,59308994;395,5939941;;10,3399382;522,4559326
10,35825842;486,9710693;;10,33719501;514,5387573;;10,58210361;400,6350098;;10,32993606;529,3582764
10,34727209;493,8695068;;10,32719287;521,3121948;;10,57210147;405,3400879;;10,31898025;537,0067139
10,33627814;500,9710693;;10,31622943;528,8239136;;10,56209171;410,0959473;;10,30802444;544,8231201
10,32529181;508,2327881;;10,30525073;536,4918823;;10,55109775;415,4025879;;10,29704574;552,8778076
10,31432837;515,5765381;;10,29427966;544,3512573;;10,54010379;420,8537598;;10,2860823;561,1317139
10,3033573;523,1156006;;10,28332385;552,3746948;;10,53010166;425,9123535;;10,27509597;569,5184326
10,29238623;530,8265381;;10,27236041;560,5036011;;10,5191077;431,513916;;10,2641249;578,1082764
10,28142279;538,6702881;;10,26141223;568,8590698;;10,508129;437,2404785;;10,25316909;586,9090576
10,27045935;546,5960693;;10,25047168;577,4098511;;10,49715793;443,0959473;;10,24219373;595,8884888
10,25950354;554,6859131;;10,23949298;586,1520386;;10,48618686;449,0646973;;10,23122266;604,97052
10,24854773;562,9788818;;10,22852191;595,0192261;;10,47521579;455,107666;;10,22025159;614,3064575
10,23756569;571,4320068;;10,21753558;604,1598511;;10,46422183;461,3186035;;10,20928052;623,9158325
10,22659462;580,0062256;;10,20654162;613,5621948;;10,45323551;467,654541;;10,19830182;633,704895
10,21562355;588,7874756;;10,1955553;623,0895386;;10,44224918;474,0959473;;10,18736127;643,6931763
10,2046296;597,7601318;;10,18460711;632,8434448;;10,43127048;480,6467285;;10,17641309;653,9900513
10,1936509;606,8070068;;10,17366656;642,8786011;;10,42029941;487,3850098;;10,1654878;664,5095825
10,18269509;616,1116943;;10,16273364;653,0934448;;10,40932834;494,2990723;;10,15455488;675,2009888
10,17173165;625,6976318;;10,15180072;663,4801636;;10,39834201;501,3225098;;10,14359907;686,2088013
10,1607911;635,4827881;;10,14083728;674,1520386;;10,38739383;508,4709473;;10,13265088;697,4822388
10,14985054;645,5101318;;10,12988147;685,0543823;;10,37643802;515,8146973;;10,12169507;708,9978638
10,13889473;655,8304443;;10,11892566;696,1715698;;10,36546695;523,3537598;;10,11073926;720,7556763
10,12794655;666,3968506;;10,10796985;707,5231323;;10,35448825;530,9943848;;10,09978345;732,8338013
10,11699074;677,2054443;;10,09701404;719,2340698;;10,34350192;538,842041;;10,08881238;745,3025513
10,1060273;688,0296631;;10,08603534;731,2809448;;10,33349979;546,1740723;;10,07784894;758,0525513
10,0950486;699,2054443;;10,07506427;743,5387573;;10,32253635;554,3381348;;10,06687024;771,0056763
10,0840699;710,7288818;;10,06413135;756,0153198;;10,31157291;562,5725098;;10,05685285;783,1306763
10,07309121;722,4163818;;10,05317553;768,8200073;;10,30059421;571,0646973;;10,04684308;795,5838013
10,06215828;734,4163818;;10,04314288;780,7028198;;10,2896384;579,7404785;;10,03684095;808,1931763
10,05124825;746,9710693;;10,03311786;792,7262573;;10,27867496;588,5529785;;10,02584699;822,4431763
10,04033059;759,7445068;;10,02310046;805,0856323;;10,26771915;597,5529785;;10,01485303;837,1306763
10,02934426;772,6429443;;10,01308307;817,8121948;;10,2567786;606,8225098;;10,00388196;852,1384888
10,01929634;784,6976318;;10,00210008;832,1040649;;10,24582279;616,3342285;;9,992918523;867,4744263
10,00925606;797,0413818;;9,991121378;846,7290649;;10,23485172;626,0061035;;9,981947454;883,3338013
9,999238666;809,5335693;;9,98013505;861,8618774;;10,22388065;635,951416;;9,970991644;899,6150513
9,989221271;822,2523193;;9,96917161;877,4400024;;10,21290958;646,2131348;;9,960028204;916,2088013
9,979219135;835,4163818;;9,95820817;893,3540649;;10,20193088;656,685791;;9,949080023;933,1775513
9,968232807;850,2835693;;9,947267618;909,6821899;;10,19098842;667,3024292;;9,938169988;950,5759888
9,957261737;865,4320068;;9,936357584;926,4400024;;10,18004024;678,2164917;;9,927244695;968,4041138
9,946298297;880,9866943;;9,92543992;943,6821899;;10,16910732;689,3805542;;9,916311773;986,6384888
9,935380634;896,9398193;;9,914506998;961,2290649;;10,15818202;700,7321167;;9,905401739;1005,513489
9,924447712;913,3538818;;9,903581705;979,2837524;;10,14723384;712,3649292;;9,894461187;1025,036987
9,913514789;930,0491943;;9,892641153;998,0025024;;10,13628566;724,3258667;;9,883520635;1045,13855
9,902581867;947,2054443;;9,881685343;1017,135315;;10,12533748;736,5680542;;9,872602972;1065,693237
9,891633686;964,9710693;;9,870744791;1036,557251;;10,1143893;749,0446167;;9,861685308;1086,958862
9,880677875;983,1663818;;9,859811868;1056,557251;;10,10344112;761,8961792;;9,850782903;1108,833862
9,869744953;1001,744507;;9,848894205;1077,151001;;10,09340083;773,9118042;;9,839804205;1131,161987
9,85881203;1021,002319;;9,8379918;1098,166626;;10,08333003;786,1696167;;9,829733404;1152,005737
9,847901996;1040,767944;;9,827074136;1120,018188;;10,07328212;798,5602417;;9,819693121;1173,443237
9,836991962;1060,924194;;9,817026224;1140,627563;;10,06327998;811,2086792;;9,809668096;1195,333862
9,826066669;1081,682007;;9,806985941;1161,721313;;10,05230892;825,5133667;;9,79966596;1217,615112
9,815149005;1103,033569;;9,796953287;1183,268188;;10,04134548;840,0758667;;9,788694891;1242,818237
9,804200824;1124,900757;;9,786951151;1205,440063;;10,03039729;854,9664917;;9,77773908;1268,865112
9,794130024;1145,244507;;9,775972452;1230,596313;;10,01942622;870,4039917;;9,76678327;1295,583862
9,784082111;1166,182007;;9,765001383;1256,408813;;10,00847041;886,2711792;;9,755865606;1322,927612
9,774049457;1187,744507;;9,754060831;1282,815063;;9,997522233;902,4586792;;9,744977983;1351,187134
9,764032062;1209,744507;;9,743166055;1310,127563;;9,986566423;919,2243042;;9,734075578;1380,530884
9,753060993;1234,463257;;9,732256021;1338,440063;;9,975610612;936,5055542;;9,723180803;1410,546509
9,7421357;1259,978882;;9,721361246;1367,346313;;9,96467006;954,2008667;;9,712286028;1441,640259
9,731205162;1286,340576;;9,710451212;1397,283813;;9,953729509;972,2946167;;9,701383623;1473,874634
9,720279869;1313,309326;;9,699541178;1428,236938;;9,942819474;990,8805542;;9,690511736;1506,952759
9,709354576;1341,106201;;9,688654032;1459,908813;;9,931924699;1010,060242;;9,679639848;1540,968384
9,698429283;1369,824951;;9,677774515;1492,486938;;9,920999406;1029,708618;;9,668767961;1576,421509
9,687526878;1399,199951;;9,666887369;1526,346313;;9,910097001;1049,911743;;9,657911333;1613,077759
9,676632103;1429,309326;;9,656023111;1561,361938;;9,899171708;1070,911743;;9,647054704;1650,765259
9,665729698;1460,590576;;9,645143595;1597,393188;;9,888238786;1092,544556;;9,636205705;1689,812134
9,654850181;1492,903076;;9,634286966;1634,721313;;9,877321122;1114,622681;;9,625234636;1730,218384
9,643955406;1526,106201;;9,623460855;1673,440063;;9,867296098;1135,388306;;9,614248308;1771,765259
9,633083519;1560,371826;;9,612535562;1713,424438;;9,857240556;1156,778931;;9,603300127;1814,249634
9,62222689;1595,824951;;9,601556864;1754,440063;;9,847223161;1178,544556;;9,592359575;1858,359009
9,611362632;1632,356201;;9,590585794;1797,049438;;9,837213395;1200,794556;;9,581441911;1903,765259
9,600513633;1669,824951;;9,579637613;1841,049438;;9,826227067;1225,997681;;9,570554765;1950,140259
9,58959597;1708,809326;;9,568719949;1886,080688;;9,815278886;1251,888306;;9,559690508;1998,296509
9,579578575;1745,418701;;9,557840433;1932,799438;;9,804338334;1278,325806;;9,548833879;2048,296387
9,568599876;1786,559326;;9,546976175;1981,361938;;9,793405412;1305,622681;;9,537977251;2099,765137
9,557651695;1829,043701;;9,536119547;2031,361938;;9,782495378;1333,919556;;9,527143511;2152,921387
9,546734031;1873,074951;;9,525278177;2083,080566;;9,771562455;1363,107056;;9,516332658;2208,140137
9,535831626;1918,356201;;9,514459696;2136,736816;;9,760644792;1392,982056;;9,505537065;2264,952637
9,52494448;1965,106201;;9,503654089;2191,984619;;9,749765275;1423,810181;;9,494726213;2323,546387
9,514087852;2013,543701;;9,492835607;2248,890869;;9,7388705;1455,810181;;9,48393062;2384,296387
9,503254112;2063,481201;;9,482047643;2307,859619;;9,727990983;1488,513306;;9,473112138;2447,390137
9,492412742;2114,793701;;9,471236791;2369,109619;;9,717103837;1522,278931;;9,462308916;2511,983887
9,481586631;2167,793701;;9,460433569;2431,859619;;9,706216691;1557,294556;;9,451528581;2578,952637
9,470752891;2222,949951;;9,449660864;2497,047119;;9,695351003;1593,233887;;9,440763506;2648,577637
9,459919151;2279,543701;;9,438895788;2565,078369;;9,684486745;1630,062012;;9,430021318;2720,171387
9,449108299;2337,949951;;9,428145971;2635,140869;;9,673630117;1668,405762;;9,419279131;2794,327637
9,438312706;2398,887451;;9,417403784;2707,765869;;9,662720082;1708,093262;;9,408544573;2871,546387
9,427532371;2461,793701;;9,406669225;2783,515869;;9,652710317;1745,140137;;9,397810014;2950,952637
9,416767295;2526,543701;;9,395934667;2861,515869;;9,641739247;1787,202637;;9,387071642;3032,733887
9,40600222;2593,918701;;9,385203924;2941,922119;;9,630806325;1830,843262;;9,376356157;3117,265137
9,395237144;2663,606201;;9,374496069;3025,297119;;9,619896291;1875,874512;;9,365633043;3204,327637
9,384479698;2735,168701;;9,363784399;3111,359619;;9,609016774;1921,968262;;9,354906114;3293,390137
9,373714622;2809,418701;;9,35305747;3199,797119;;9,598144887;1969,937012;;9,344797167;3378,546387
9,362976249;2886,262451;;9,342425909;3290,547119;;9,587280629;2019,624512;;9,334432634;3461,265137
9,352211174;2965,387451;;9,331771459;3381,734619;;9,57643926;2070,562012;;9,331087145;3485,327637
9,341472801;3046,918701;;9,321483221;3463,953369;;9,565613149;2123,374512;;9,322883161;3501,192139
9,330753501;3131,449951;;9,31692275;3495,297119;;9,554802297;2178,405762;;9,326564344;3433,54541
9,320049461;3218,012451;;9,310468282;3503,374023;;9,543983815;2235,187012;;9,336635145;3273,32666
9,309490379;3305,418701;;9,310168829;3487,190674;;9,533180593;2293,874512;;9,347240003;3098,07666
9,299110588;3391,012451;;9,320232954;3329,206299;;9,522392629;2354,905762;;9,357249769;2943,51416
9,288726982;3470,121826;;9,330727186;3151,581299;;9,511635183;2417,874512;;9,367473158;2800,88916
9,279180702;3502,979736;;9,341023054;2982,518799;;9,500854848;2482,780762;;9,377513441;2674,13916
9,275832828;3511,104492;;9,351830091;2824,518799;;9,490105031;2550,187012;;9,388068708;2553,38916
9,273729023;3512,941895;;9,362675276;2682,956299;;9,479339955;2620,437012;;9,398994001;2438,88916
9,272127803;3514,620605;;9,373173322;2558,768799;;9,468582509;2692,593262;;9,409156355;2340,63916
9,270843204;3515,384277;;9,384075727;2441,893799;;9,457840322;2767,530762;;9,419478925;2248,70166
9,269767936;3516,12793;;9,39424571;2341,768799;;9,447109578;2845,718262;;9,429923567;2162,01416
9,268836673;3516,532959;;9,404568281;2247,331299;;9,436397908;2926,124512;;9,440421613;2080,51416
9,268002685;3517,259521;;9,415005293;2159,206299;;9,425697683;3009,187012;;9,450957807;2004,42041
9,267312225;3517,061279;;9,425526228;2076,393799;;9,414993642;3095,562012;;9,46150926;1933,07666
9,266716655;3517,516113;;9,43608531;1998,550049;;9,404278157;3184,249512;;9,472053083;1865,60791
9,266072448;3518,407715;;9,446652021;1925,862549;;9,393558858;3275,062012;;9,482589277;1802,32666
9,267713245;3502,60083;;9,457226362;1857,862549;;9,383377431;3362,624512;;9,493094953;1742,82666
9,277717289;3364,428955;;9,467770185;1793,581299;;9,37274587;3449,593262;;9,503547224;1686,32666
9,288165744;3196,803955;;9,47828969;1733,219971;;9,367332814;3488,827637;;9,513785871;1632,70166
9,298377689;3032,991455;;9,488734331;1676,376221;;9,359758256;3502,443848;;9,524032148;1582,07666
9,309085544;2878,428955;;9,498988237;1622,344971;;9,356630204;3511,34668;;9,534270796;1533,88916
9,31984299;2739,928955;;9,509242143;1570,907471;;9,366690038;3359,713867;;9,544539961;1487,70166
9,330268558;2617,928955;;9,519511308;1522,219971;;9,377357362;3182,56543;;9,554824384;1443,79541
9,341125187;2502,678955;;9,529788103;1475,876221;;9,387431977;3016,37793;;9,565108808;1402,04541
9,351241764;2403,991455;;9,540072527;1431,532471;;9,398029206;2858,37793;;9,575385603;1362,029785
9,361541446;2310,428955;;9,550372209;1389,282471;;9,408683656;2715,56543;;9,585654768;1323,717285
9,37195557;2222,803955;;9,560664263;1349,235596;;9,419036744;2589,87793;;9,595916303;1287,279785
9,382438358;2140,491455;;9,570941057;1310,923096;;9,429820893;2471,37793;;9,606147321;1252,38916
9,392951664;2062,897705;;9,581210222;1274,235596;;9,439914582;2369,12793;;9,61637071;1218,748535
9,403487857;1990,053955;;9,591471758;1239,344971;;9,450199006;2272,87793;;9,626586469;1186,57666
9,414008792;1921,928955;;9,601702776;1206,063721;;9,460620759;2183,00293;;9,636794599;1155,873535
9,424537357;1857,335205;;9,611926164;1173,985596;;9,471111177;2098,75293;;9,647002729;1126,311035
9,435035404;1796,428955;;9,622141924;1143,266846;;9,481670259;2019,15918;;9,657035383;1097,779785
9,445510562;1739,210205;;9,632304277;1113,938721;;9,492244599;1945,03418;;9,667052778;1070,404785
9,455932315;1684,928955;;9,642306413;1085,735596;;9,502803681;1875,40918;;9,677085432;1044,123535
9,466140445;1633,022705;;9,652331438;1058,423096;;9,513347505;1809,69043;;9,687148603;1018,57666
9,476356205;1583,897705;;9,662394609;1032,188721;;9,523876069;1747,90918;;9,697234663;993,9204102
9,486587223;1537,053955;;9,672480669;1007,016846;;9,534366487;1690,00293;;9,70734361;970,2016602
9,496833499;1491,991455;;9,682581987;982,6262207;;9,544612764;1634,97168;;9,717460188;947,3891602
9,507079776;1448,960205;;9,692690935;959,0324707;;9,554881929;1582,81543;;9,727584394;925,2641602
9,517341312;1407,991455;;9,702822771;936,3605957;;9,565166352;1533,59668;;9,73771623;903,9672852
9,527595218;1368,835205;;9,712946977;914,5480957;;9,575450776;1486,69043;;9,747848066;883,5141602
9,537849124;1331,116455;;9,723071184;893,4074707;;9,585750459;1441,81543;;9,757972273;863,7719727
9,548095401;1295,19458;;9,73319539;873,0012207;;9,596050141;1399,19043;;9,768104109;844,5922852
9,558334049;1260,88208;;9,743327226;853,3918457;;9,606334565;1358,62793;;9,778235944;826,1235352
9,568549808;1227,85083;;9,753451433;834,5246582;;9,61661136;1319,643555;;9,788359674;808,34552
9,578765567;1196,03833;;9,763575639;816,2199707;;9,626880525;1282,44043;;9,798476251;791,142395
